Donor_ID,Donation_Count,Total_Quantity_KG,Average_Quantity_KG,Donor_Name,Donor_Type,City
DNR504181,4,92.92,23.23,Donor 4182,Grocery Store,Chennai
DNR511700,4,136.32,34.08,Donor 11701,Restaurant,Pune
DNR502611,4,93.05,23.26,Donor 2612,Hotel,Kolkata
DNR510290,4,84.3,21.08,Donor 10291,Hotel,Kolkata
DNR510294,4,160.82,40.2,Donor 10295,Household,Delhi NCR
DNR502576,4,89.54,22.38,Donor 2577,Hotel,Delhi NCR
DNR502579,4,143.76,35.94,Donor 2580,Hotel,Remote
DNR506717,4,81.52,20.38,Donor 6718,Hotel,Mumbai
DNR500519,4,90.04,22.51,Donor 520,Cafeteria,Hyderabad
DNR500534,4,95.36,23.84,Donor 535,Cafeteria,Pune
DNR509158,4,112.98,28.24,Donor 9159,Restaurant,Hyderabad
DNR509171,4,56.86,14.22,Donor 9172,Household,Pune
DNR507741,4,99.66,24.92,Donor 7742,Cafeteria,Remote
DNR507752,4,102.57,25.64,Donor 7753,Restaurant,Delhi NCR
DNR506658,4,115.42,28.86,Donor 6659,Event,Ahmedabad
DNR500539,4,91.6,22.9,Donor 540,Restaurant,Chennai
DNR500545,4,111.18,27.8,Donor 546,Restaurant,Hyderabad
DNR500551,4,111.59,27.9,Donor 552,Restaurant,Remote
DNR502559,4,103.52,25.88,Donor 2560,Grocery Store,Kolkata
DNR502562,4,125.84,31.46,Donor 2563,Hotel,Kolkata
DNR502574,4,84.8,21.2,Donor 2575,Cafeteria,Delhi NCR
DNR504380,4,78.38,19.6,Donor 4381,Bakery,Bengaluru
DNR509199,4,102.92,25.73,Donor 9200,Hotel,Jaipur
DNR506815,4,59.9,14.98,Donor 6816,Hotel,Ahmedabad
DNR506818,4,158.33,39.58,Donor 6819,Restaurant,Pune
DNR507670,4,52.18,13.04,Donor 7671,Household,Kolkata
DNR511710,4,102.65,25.66,Donor 11711,Household,Ahmedabad
DNR511713,4,111.43,27.86,Donor 11714,Grocery Store,Jaipur
DNR506849,4,72.97,18.24,Donor 6850,Restaurant,Bengaluru
DNR506850,4,129.63,32.41,Donor 6851,Event,Chennai
DNR506855,4,98.33,24.58,Donor 6856,Event,Jaipur
DNR506827,4,134.67,33.67,Donor 6828,Event,Jaipur
DNR504169,4,103.58,25.9,Donor 4170,Bakery,Remote
DNR504170,4,90.23,22.56,Donor 4171,Restaurant,Chennai
DNR502790,4,134.85,33.71,Donor 2791,Hotel,Remote
DNR509321,4,68.12,17.03,Donor 9322,Hotel,Remote
DNR504117,4,94.3,23.58,Donor 4118,Event,Chennai
DNR510318,4,94.47,23.62,Donor 10319,Cafeteria,Mumbai
DNR510319,4,82.31,20.58,Donor 10320,Event,Remote
DNR504435,4,88.21,22.05,Donor 4436,Restaurant,Remote
DNR506673,4,112.02,28.0,Donor 6674,Cafeteria,Kolkata
DNR507769,4,57.07,14.27,Donor 7770,Restaurant,Ahmedabad
DNR504107,4,153.42,38.36,Donor 4108,Grocery Store,Remote
DNR506875,4,50.34,12.58,Donor 6876,Event,Kolkata
DNR500408,4,102.8,25.7,Donor 409,Bakery,Bengaluru
DNR511730,4,132.95,33.24,Donor 11731,Household,Bengaluru
DNR509112,4,88.13,22.03,Donor 9113,Household,Mumbai
DNR504492,4,106.0,26.5,Donor 4493,Restaurant,Remote
DNR504493,4,101.73,25.43,Donor 4494,Hotel,Mumbai
DNR504498,4,142.9,35.72,Donor 4499,Restaurant,Remote
DNR510352,4,98.95,24.74,Donor 10353,Household,Chennai
DNR506629,4,95.52,23.88,Donor 6630,Household,Kolkata
DNR507786,4,102.1,25.52,Donor 7787,Household,Hyderabad
DNR504480,4,123.7,30.92,Donor 4481,Bakery,Jaipur
DNR502514,4,105.86,26.46,Donor 2515,Household,Hyderabad
DNR502497,4,105.26,26.32,Donor 2498,Event,Hyderabad
DNR502510,4,116.63,29.16,Donor 2511,Grocery Store,Chennai
DNR509144,4,95.89,23.97,Donor 9145,Restaurant,Hyderabad
DNR509089,4,75.05,18.76,Donor 9090,Household,Mumbai
DNR504526,4,104.76,26.19,Donor 4527,Cafeteria,Ahmedabad
DNR502451,4,78.89,19.72,Donor 2452,Hotel,Pune
DNR502416,4,105.79,26.45,Donor 2417,Cafeteria,Pune
DNR502419,4,83.93,20.98,Donor 2420,Restaurant,Hyderabad
DNR502421,4,112.97,28.24,Donor 2422,Restaurant,Chennai
DNR502427,4,89.6,22.4,Donor 2428,Restaurant,Remote
DNR506599,4,111.02,27.76,Donor 6600,Restaurant,Delhi NCR
DNR511606,4,89.69,22.42,Donor 11607,Household,Jaipur
DNR500596,4,73.51,18.38,Donor 597,Household,Jaipur
DNR504538,4,97.06,24.26,Donor 4539,Restaurant,Chennai
DNR504504,4,112.66,28.17,Donor 4505,Hotel,Jaipur
DNR504513,4,112.55,28.14,Donor 4514,Restaurant,Hyderabad
DNR502491,4,65.94,16.48,Donor 2492,Hotel,Kolkata
DNR510359,4,93.22,23.3,Donor 10360,Household,Bengaluru
DNR504130,4,108.52,27.13,Donor 4131,Grocery Store,Bengaluru
DNR504068,4,75.07,18.77,Donor 4069,Cafeteria,Jaipur
DNR511747,4,94.06,23.52,Donor 11748,Restaurant,Mumbai
DNR507609,4,109.47,27.37,Donor 7610,Hotel,Hyderabad
DNR507611,4,73.06,18.26,Donor 7612,Bakery,Delhi NCR
DNR509368,4,121.68,30.42,Donor 9369,Restaurant,Jaipur
DNR509377,4,97.26,24.32,Donor 9378,Cafeteria,Jaipur
DNR509380,4,68.97,17.24,Donor 9381,Restaurant,Kolkata
DNR509389,4,190.61,47.65,Donor 9390,Grocery Store,Pune
DNR504040,4,83.82,20.96,Donor 4041,Household,Remote
DNR510114,4,106.52,26.63,Donor 10115,Restaurant,Jaipur
DNR502837,4,141.0,35.25,Donor 2838,Restaurant,Remote
DNR507807,4,63.31,15.83,Donor 7808,Event,Mumbai
DNR511590,4,73.3,18.32,Donor 11591,Cafeteria,Bengaluru
DNR500612,4,76.72,19.18,Donor 613,Cafeteria,Jaipur
DNR500614,4,88.1,22.02,Donor 615,Household,Pune
DNR504558,4,81.2,20.3,Donor 4559,Event,Delhi NCR
DNR506538,4,89.59,22.4,Donor 6539,Event,Bengaluru
DNR500669,4,89.92,22.48,Donor 670,Event,Mumbai
DNR500672,4,59.18,14.8,Donor 673,Cafeteria,Delhi NCR
DNR500633,4,200.27,50.07,Donor 634,Cafeteria,Remote
DNR500638,4,65.79,16.45,Donor 639,Household,Bengaluru
DNR500644,4,85.56,21.39,Donor 645,Restaurant,Jaipur
DNR500650,4,92.21,23.05,Donor 651,Hotel,Bengaluru
DNR507846,4,144.89,36.22,Donor 7847,Restaurant,Delhi NCR
DNR507854,4,88.11,22.03,Donor 7855,Household,Kolkata
DNR509060,4,114.84,28.71,Donor 9061,Grocery Store,Ahmedabad
DNR504542,4,88.5,22.12,Donor 4543,Grocery Store,Kolkata
DNR504550,4,127.36,31.84,Donor 4551,Grocery Store,Delhi NCR
DNR510383,4,79.53,19.88,Donor 10384,Cafeteria,Bengaluru
DNR510398,4,112.3,28.08,Donor 10399,Hotel,Bengaluru
DNR502401,4,128.28,32.07,Donor 2402,Cafeteria,Mumbai
DNR509366,4,157.67,39.42,Donor 9367,Grocery Store,Hyderabad
DNR504059,4,120.01,30.0,Donor 4060,Event,Pune
DNR509400,4,53.2,13.3,Donor 9401,Restaurant,Kolkata
DNR500376,4,158.77,39.69,Donor 377,Restaurant,Kolkata
DNR506919,4,115.34,28.84,Donor 6920,Household,Jaipur
DNR506885,4,86.57,21.64,Donor 6886,Restaurant,Jaipur
DNR504024,4,83.1,20.78,Donor 4025,Cafeteria,Kolkata
DNR510106,4,119.24,29.81,Donor 10107,Restaurant,Remote
DNR502880,4,138.98,34.74,Donor 2881,Household,Ahmedabad
DNR509409,4,91.43,22.86,Donor 9410,Household,Chennai
DNR510409,4,99.13,24.78,Donor 10410,Restaurant,Mumbai
DNR510414,4,104.0,26.0,Donor 10415,Event,Hyderabad
DNR510417,4,64.32,16.08,Donor 10418,Bakery,Remote
DNR504563,4,90.94,22.74,Donor 4564,Household,Kolkata
DNR511570,4,132.63,33.16,Donor 11571,Restaurant,Bengaluru
DNR500655,4,128.87,32.22,Donor 656,Household,Mumbai
DNR500658,4,114.24,28.56,Donor 659,Restaurant,Chennai
DNR510422,4,124.85,31.21,Donor 10423,Household,Bengaluru
DNR510434,4,89.72,22.43,Donor 10435,Cafeteria,Kolkata
DNR500710,4,61.71,15.43,Donor 711,Restaurant,Jaipur
DNR500688,4,107.0,26.75,Donor 689,Event,Remote
DNR507873,4,54.66,13.66,Donor 7874,Hotel,Jaipur
DNR506478,4,93.38,23.34,Donor 6479,Restaurant,Chennai
DNR506480,4,139.71,34.93,Donor 6481,Restaurant,Hyderabad
DNR504613,4,123.49,30.87,Donor 4614,Household,Mumbai
DNR504617,4,112.5,28.12,Donor 4618,Hotel,Mumbai
DNR509055,4,90.89,22.72,Donor 9056,Hotel,Pune
DNR504586,4,123.99,31.0,Donor 4587,Household,Delhi NCR
DNR504588,4,76.23,19.06,Donor 4589,Restaurant,Remote
DNR502892,4,97.92,24.48,Donor 2893,Restaurant,Mumbai
DNR502855,4,132.03,33.01,Donor 2856,Grocery Store,Pune
DNR502866,4,105.78,26.44,Donor 2867,Event,Jaipur
DNR504054,4,166.85,41.71,Donor 4055,Hotel,Hyderabad
DNR506932,4,99.9,24.98,Donor 6933,Restaurant,Bengaluru
DNR507584,4,155.84,38.96,Donor 7585,Household,Pune
DNR502947,4,110.31,27.58,Donor 2948,Cafeteria,Delhi NCR
DNR502915,4,72.27,18.07,Donor 2916,Hotel,Hyderabad
DNR509434,4,142.71,35.68,Donor 9435,Bakery,Pune
DNR502344,4,92.07,23.02,Donor 2345,Event,Bengaluru
DNR502329,4,125.06,31.26,Donor 2330,Hotel,Chennai
DNR506485,4,134.43,33.61,Donor 6486,Event,Remote
DNR500733,4,101.13,25.28,Donor 734,Household,Mumbai
DNR511547,4,106.35,26.59,Donor 11548,Restaurant,Mumbai
DNR511550,4,87.41,21.85,Donor 11551,Household,Mumbai
DNR511558,4,86.61,21.65,Donor 11559,Hotel,Delhi NCR
DNR506496,4,117.46,29.36,Donor 6497,Restaurant,Kolkata
DNR509034,4,52.82,13.2,Donor 9035,Restaurant,Bengaluru
DNR504603,4,121.77,30.44,Donor 4604,Hotel,Delhi NCR
DNR504609,4,116.8,29.2,Donor 4610,Household,Delhi NCR
DNR502303,4,184.19,46.05,Donor 2304,Grocery Store,Pune
DNR502308,4,104.79,26.2,Donor 2309,Household,Delhi NCR
DNR504686,4,146.21,36.55,Donor 4687,Restaurant,Bengaluru
DNR504657,4,120.91,30.23,Donor 4658,Household,Hyderabad
DNR507885,4,84.19,21.05,Donor 7886,Grocery Store,Pune
DNR511536,4,97.43,24.36,Donor 11537,Grocery Store,Chennai
DNR511539,4,140.67,35.17,Donor 11540,Bakery,Hyderabad
DNR500722,4,73.76,18.44,Donor 723,Hotel,Hyderabad
DNR510455,4,65.32,16.33,Donor 10456,Household,Bengaluru
DNR502298,4,79.45,19.86,Donor 2299,Restaurant,Kolkata
DNR509004,4,122.13,30.53,Donor 9005,Household,Ahmedabad
DNR509011,4,81.96,20.49,Donor 9012,Hotel,Bengaluru
DNR509014,4,117.45,29.36,Donor 9015,Restaurant,Pune
DNR502901,4,110.34,27.58,Donor 2902,Restaurant,Kolkata
DNR502910,4,167.67,41.92,Donor 2911,Household,Remote
DNR502914,4,92.64,23.16,Donor 2915,Cafeteria,Hyderabad
DNR504767,4,88.68,22.17,Donor 4768,Grocery Store,Chennai
DNR502252,4,127.45,31.86,Donor 2253,Event,Pune
DNR510516,4,82.17,20.54,Donor 10517,Restaurant,Bengaluru
DNR508964,4,150.9,37.72,Donor 8965,Restaurant,Kolkata
DNR504754,4,109.5,27.38,Donor 4755,Cafeteria,Mumbai
DNR504755,4,125.49,31.37,Donor 4756,Hotel,Bengaluru
DNR510483,4,70.96,17.74,Donor 10484,Household,Remote
DNR506457,4,70.38,17.6,Donor 6458,Hotel,Mumbai
DNR500773,4,144.38,36.1,Donor 774,Household,Hyderabad
DNR500774,4,115.03,28.76,Donor 775,Cafeteria,Kolkata
DNR506459,4,96.98,24.24,Donor 6460,Hotel,Delhi NCR
DNR502249,4,135.48,33.87,Donor 2250,Restaurant,Bengaluru
DNR502251,4,129.36,32.34,Donor 2252,Restaurant,Chennai
DNR502259,4,165.99,41.5,Donor 2260,Hotel,Mumbai
DNR502265,4,61.24,15.31,Donor 2266,Cafeteria,Hyderabad
DNR502274,4,98.71,24.68,Donor 2275,Restaurant,Bengaluru
DNR506386,4,86.19,21.55,Donor 6387,Restaurant,Pune
DNR511478,4,76.4,19.1,Donor 11479,Household,Delhi NCR
DNR511490,4,124.47,31.12,Donor 11491,Cafeteria,Hyderabad
DNR500775,4,87.26,21.82,Donor 776,Grocery Store,Ahmedabad
DNR506361,4,138.15,34.54,Donor 6362,Grocery Store,Kolkata
DNR506371,4,129.43,32.36,Donor 6372,Household,Mumbai
DNR504795,4,86.45,21.61,Donor 4796,Household,Remote
DNR504798,4,92.63,23.16,Donor 4799,Household,Chennai
DNR504777,4,96.46,24.12,Donor 4778,Hotel,Pune
DNR504785,4,103.42,25.86,Donor 4786,Restaurant,Pune
DNR502199,4,59.21,14.8,Donor 2200,Cafeteria,Mumbai
DNR502202,4,143.61,35.9,Donor 2203,Hotel,Kolkata
DNR508936,4,173.65,43.41,Donor 8937,Grocery Store,Jaipur
DNR506423,4,114.07,28.52,Donor 6424,Hotel,Chennai
DNR500783,4,117.67,29.42,Donor 784,Cafeteria,Remote
DNR507928,4,104.53,26.13,Donor 7929,Restaurant,Delhi NCR
DNR511758,4,81.09,20.27,Donor 11759,Bakery,Remote
DNR511759,4,133.94,33.48,Donor 11760,Restaurant,Delhi NCR
DNR511764,4,109.02,27.26,Donor 11765,Grocery Store,Pune
DNR511768,4,69.23,17.31,Donor 11769,Restaurant,Mumbai
DNR500311,4,109.22,27.3,Donor 312,Hotel,Remote
DNR506981,4,89.27,22.32,Donor 6982,Restaurant,Chennai
DNR509442,4,103.02,25.76,Donor 9443,Grocery Store,Ahmedabad
DNR502966,4,83.9,20.98,Donor 2967,Event,Chennai
DNR502940,4,85.73,21.43,Donor 2941,Hotel,Jaipur
DNR502942,4,108.08,27.02,Donor 2943,Event,Pune
DNR502944,4,150.86,37.72,Donor 2945,Hotel,Chennai
DNR503967,4,75.66,18.92,Donor 3968,Restaurant,Kolkata
DNR508923,4,55.64,13.91,Donor 8924,Event,Remote
DNR508925,4,88.29,22.07,Donor 8926,Restaurant,Jaipur
DNR504792,4,168.35,42.09,Donor 4793,Hotel,Pune
DNR507939,4,108.5,27.12,Donor 7940,Hotel,Chennai
DNR504834,4,53.09,13.27,Donor 4835,Restaurant,Delhi NCR
DNR504840,4,113.61,28.4,Donor 4841,Restaurant,Mumbai
DNR506379,4,104.36,26.09,Donor 6380,Household,Jaipur
DNR511468,4,97.02,24.26,Donor 11469,Restaurant,Kolkata
DNR500796,4,47.96,11.99,Donor 797,Household,Pune
DNR506381,4,108.02,27.0,Donor 6382,Cafeteria,Pune
DNR507945,4,118.26,29.56,Donor 7946,Restaurant,Mumbai
DNR507954,4,126.43,31.61,Donor 7955,Hotel,Ahmedabad
DNR510538,4,101.2,25.3,Donor 10539,Restaurant,Ahmedabad
DNR510554,4,83.63,20.91,Donor 10555,Cafeteria,Delhi NCR
DNR502157,4,67.61,16.9,Donor 2158,Household,Bengaluru
DNR510556,4,65.78,16.44,Donor 10557,Restaurant,Jaipur
DNR504813,4,116.53,29.13,Donor 4814,Restaurant,Bengaluru
DNR504816,4,109.71,27.43,Donor 4817,Grocery Store,Kolkata
DNR504823,4,115.32,28.83,Donor 4824,Cafeteria,Pune
DNR510536,4,102.18,25.54,Donor 10537,Event,Jaipur
DNR503954,4,108.87,27.22,Donor 3955,Grocery Store,Delhi NCR
DNR503956,4,129.72,32.43,Donor 3957,Cafeteria,Delhi NCR
DNR503957,4,127.99,32.0,Donor 3958,Cafeteria,Delhi NCR
DNR502987,4,140.77,35.19,Donor 2988,Restaurant,Hyderabad
DNR510053,4,127.49,31.87,Donor 10054,Event,Delhi NCR
DNR510056,4,140.7,35.17,Donor 10057,Hotel,Jaipur
DNR509457,4,125.65,31.41,Donor 9458,Bakery,Delhi NCR
DNR502991,4,96.79,24.2,Donor 2992,Hotel,Jaipur
DNR503003,4,90.43,22.61,Donor 3004,Grocery Store,Ahmedabad
DNR506355,4,99.84,24.96,Donor 6356,Household,Chennai
DNR507973,4,139.44,34.86,Donor 7974,Grocery Store,Hyderabad
DNR508873,4,78.31,19.58,Donor 8874,Grocery Store,Hyderabad
DNR510561,4,118.36,29.59,Donor 10562,Restaurant,Kolkata
DNR508874,4,97.67,24.42,Donor 8875,Restaurant,Kolkata
DNR508877,4,90.01,22.5,Donor 8878,Cafeteria,Pune
DNR508879,4,158.06,39.52,Donor 8880,Cafeteria,Mumbai
DNR502087,4,124.09,31.02,Donor 2088,Restaurant,Ahmedabad
DNR502091,4,95.59,23.9,Donor 2092,Restaurant,Jaipur
DNR504941,4,115.99,29.0,Donor 4942,Hotel,Delhi NCR
DNR504915,4,121.6,30.4,Donor 4916,Restaurant,Ahmedabad
DNR504920,4,129.47,32.37,Donor 4921,Bakery,Remote
DNR502125,4,134.45,33.61,Donor 2126,Grocery Store,Mumbai
DNR510618,4,135.03,33.76,Donor 10619,Event,Mumbai
DNR508853,4,99.05,24.76,Donor 8854,Household,Remote
DNR506323,4,93.31,23.33,Donor 6324,Hotel,Bengaluru
DNR511441,4,106.33,26.58,Donor 11442,Household,Delhi NCR
DNR506338,4,141.77,35.44,Donor 6339,Household,Kolkata
DNR506303,4,179.41,44.85,Donor 6304,Cafeteria,Kolkata
DNR504902,4,93.94,23.48,Donor 4903,Household,Chennai
DNR510589,4,115.27,28.82,Donor 10590,Restaurant,Hyderabad
DNR504908,4,67.01,16.75,Donor 4909,Event,Chennai
DNR507565,4,146.85,36.71,Donor 7566,Household,Remote
DNR503913,4,151.12,37.78,Donor 3914,Cafeteria,Ahmedabad
DNR503019,4,90.78,22.7,Donor 3020,Household,Chennai
DNR509484,4,35.65,8.91,Donor 9485,Restaurant,Bengaluru
DNR507553,4,100.95,25.24,Donor 7554,Cafeteria,Delhi NCR
DNR500293,4,104.49,26.12,Donor 294,Cafeteria,Delhi NCR
DNR503883,4,155.34,38.84,Donor 3884,Event,Kolkata
DNR503026,4,85.57,21.39,Donor 3027,Bakery,Mumbai
DNR503009,4,85.38,21.34,Donor 3010,Restaurant,Hyderabad
DNR503012,4,141.02,35.26,Donor 3013,Hotel,Hyderabad
DNR508830,4,162.4,40.6,Donor 8831,Cafeteria,Kolkata
DNR507984,4,72.58,18.14,Donor 7985,Restaurant,Jaipur
DNR507987,4,39.13,9.78,Donor 7988,Restaurant,Hyderabad
DNR507997,4,85.4,21.35,Donor 7998,Event,Bengaluru
DNR506294,4,82.93,20.73,Donor 6295,Grocery Store,Ahmedabad
DNR506295,4,101.46,25.36,Donor 6296,Household,Kolkata
DNR502079,4,123.45,30.86,Donor 2080,Cafeteria,Delhi NCR
DNR510696,4,146.32,36.58,Donor 10697,Cafeteria,Delhi NCR
DNR510697,4,87.17,21.79,Donor 10698,Hotel,Chennai
DNR505042,4,106.32,26.58,Donor 5043,Household,Pune
DNR505017,4,52.32,13.08,Donor 5018,Household,Mumbai
DNR504993,4,94.63,23.66,Donor 4994,Restaurant,Remote
DNR504998,4,61.39,15.35,Donor 4999,Hotel,Mumbai
DNR502025,4,106.01,26.5,Donor 2026,Restaurant,Hyderabad
DNR502029,4,173.76,43.44,Donor 2030,Hotel,Delhi NCR
DNR502030,4,82.01,20.5,Donor 2031,Cafeteria,Hyderabad
DNR505002,4,146.72,36.68,Donor 5003,Hotel,Bengaluru
DNR506302,4,122.25,30.56,Donor 6303,Hotel,Pune
DNR502076,4,92.1,23.02,Donor 2077,Restaurant,Jaipur
DNR504951,4,99.33,24.83,Donor 4952,Cafeteria,Chennai
DNR502062,4,61.83,15.46,Donor 2063,Restaurant,Kolkata
DNR502979,4,121.09,30.27,Donor 2980,Cafeteria,Mumbai
DNR503933,4,138.4,34.6,Donor 3934,Cafeteria,Jaipur
DNR506235,4,65.58,16.4,Donor 6236,Hotel,Ahmedabad
DNR508019,4,88.2,22.05,Donor 8020,Hotel,Remote
DNR508033,4,56.79,14.2,Donor 8034,Hotel,Kolkata
DNR508034,4,103.66,25.92,Donor 8035,Household,Mumbai
DNR506244,4,133.41,33.35,Donor 6245,Restaurant,Jaipur
DNR506260,4,166.26,41.56,Donor 6261,Hotel,Jaipur
DNR500902,4,54.3,13.58,Donor 903,Grocery Store,Hyderabad
DNR508007,4,183.44,45.86,Donor 8008,Event,Chennai
DNR508014,4,101.95,25.49,Donor 8015,Restaurant,Remote
DNR505062,4,106.49,26.62,Donor 5063,Restaurant,Kolkata
DNR505036,4,148.25,37.06,Donor 5037,Restaurant,Pune
DNR505037,4,94.01,23.5,Donor 5038,Restaurant,Mumbai
DNR502013,4,88.44,22.11,Donor 2014,Hotel,Pune
DNR510687,4,87.91,21.98,Donor 10688,Cafeteria,Mumbai
DNR510693,4,70.85,17.71,Donor 10694,Grocery Store,Remote
DNR510695,4,89.5,22.38,Donor 10696,Household,Jaipur
DNR511366,4,165.45,41.36,Donor 11367,Event,Kolkata
DNR500935,4,185.34,46.34,Donor 936,Cafeteria,Jaipur
DNR506207,4,101.26,25.32,Donor 6208,Restaurant,Bengaluru
DNR506214,4,112.06,28.02,Donor 6215,Restaurant,Pune
DNR506215,4,70.66,17.66,Donor 6216,Restaurant,Chennai
DNR505075,4,92.92,23.23,Donor 5076,Restaurant,Chennai
DNR508767,4,72.08,18.02,Donor 8768,Restaurant,Jaipur
DNR510718,4,79.82,19.95,Donor 10719,Restaurant,Kolkata
DNR501946,4,167.89,41.97,Donor 1947,Restaurant,Pune
DNR501952,4,84.05,21.01,Donor 1953,Household,Kolkata
DNR501957,4,83.57,20.89,Donor 1958,Restaurant,Jaipur
DNR501993,4,120.37,30.09,Donor 1994,Restaurant,Bengaluru
DNR501963,4,95.13,23.78,Donor 1964,Household,Chennai
DNR508782,4,109.17,27.29,Donor 8783,Bakery,Kolkata
DNR500914,4,94.88,23.72,Donor 915,Hotel,Delhi NCR
DNR500928,4,139.15,34.79,Donor 929,Event,Chennai
DNR503896,4,113.64,28.41,Donor 3897,Restaurant,Hyderabad
DNR503856,4,128.32,32.08,Donor 3857,Hotel,Jaipur
DNR503857,4,109.42,27.36,Donor 3858,Grocery Store,Pune
DNR503858,4,112.37,28.09,Donor 3859,Hotel,Jaipur
DNR507532,4,109.29,27.32,Donor 7533,Restaurant,Kolkata
DNR507534,4,108.64,27.16,Donor 7535,Cafeteria,Chennai
DNR507545,4,109.56,27.39,Donor 7546,Restaurant,Kolkata
DNR507035,4,108.12,27.03,Donor 7036,Cafeteria,Ahmedabad
DNR507038,4,120.59,30.15,Donor 7039,Cafeteria,Pune
DNR503056,4,157.18,39.3,Donor 3057,Restaurant,Mumbai
DNR510025,4,117.91,29.48,Donor 10026,Restaurant,Hyderabad
DNR503872,4,63.59,15.9,Donor 3873,Restaurant,Mumbai
DNR509489,4,116.6,29.15,Donor 9490,Household,Ahmedabad
DNR509491,4,88.44,22.11,Donor 9492,Event,Hyderabad
DNR501930,4,81.66,20.42,Donor 1931,Grocery Store,Jaipur
DNR506195,4,99.51,24.88,Donor 6196,Hotel,Delhi NCR
DNR503844,4,88.52,22.13,Donor 3845,Hotel,Bengaluru
DNR510004,4,133.71,33.43,Donor 10005,Cafeteria,Chennai
DNR510009,4,56.14,14.04,Donor 10010,Hotel,Bengaluru
DNR509507,4,108.6,27.15,Donor 9508,Restaurant,Bengaluru
DNR509509,4,143.4,35.85,Donor 9510,Restaurant,Jaipur
DNR501905,4,102.62,25.66,Donor 1906,Restaurant,Delhi NCR
DNR501922,4,101.59,25.4,Donor 1923,Cafeteria,Ahmedabad
DNR506178,4,61.78,15.44,Donor 6179,Cafeteria,Delhi NCR
DNR511353,4,121.04,30.26,Donor 11354,Bakery,Chennai
DNR511364,4,97.9,24.48,Donor 11365,Grocery Store,Remote
DNR500948,4,107.3,26.82,Donor 949,Event,Jaipur
DNR508041,4,166.17,41.54,Donor 8042,Restaurant,Delhi NCR
DNR508056,4,104.32,26.08,Donor 8057,Household,Ahmedabad
DNR501958,4,72.68,18.17,Donor 1959,Hotel,Remote
DNR510738,4,164.98,41.24,Donor 10739,Bakery,Jaipur
DNR501923,4,158.1,39.52,Donor 1924,Restaurant,Remote
DNR509550,4,132.72,33.18,Donor 9551,Cafeteria,Jaipur
DNR503758,4,81.37,20.34,Donor 3759,Household,Bengaluru
DNR500980,4,127.48,31.87,Donor 981,Cafeteria,Hyderabad
DNR506167,4,125.72,31.43,Donor 6168,Restaurant,Ahmedabad
DNR501869,4,132.6,33.15,Donor 1870,Household,Bengaluru
DNR501897,4,120.73,30.18,Donor 1898,Restaurant,Kolkata
DNR505143,4,99.23,24.81,Donor 5144,Grocery Store,Kolkata
DNR508746,4,66.83,16.71,Donor 8747,Restaurant,Kolkata
DNR505118,4,78.21,19.55,Donor 5119,Event,Hyderabad
DNR505085,4,80.75,20.19,Donor 5086,Restaurant,Mumbai
DNR503836,4,81.16,20.29,Donor 3837,Cafeteria,Chennai
DNR503839,4,110.41,27.6,Donor 3840,Household,Jaipur
DNR500242,4,109.28,27.32,Donor 243,Household,Mumbai
DNR500250,4,99.38,24.84,Donor 251,Household,Hyderabad
DNR511852,4,81.68,20.42,Donor 11853,Cafeteria,Bengaluru
DNR507090,4,156.51,39.13,Donor 7091,Cafeteria,Remote
DNR505132,4,141.08,35.27,Donor 5133,Household,Kolkata
DNR505139,4,144.41,36.1,Donor 5140,Cafeteria,Delhi NCR
DNR505140,4,109.1,27.28,Donor 5141,Household,Hyderabad
DNR510770,4,93.39,23.35,Donor 10771,Household,Delhi NCR
DNR510777,4,140.96,35.24,Donor 10778,Restaurant,Ahmedabad
DNR500995,4,80.67,20.17,Donor 996,Household,Remote
DNR501001,4,83.03,20.76,Donor 1002,Restaurant,Remote
DNR500968,4,64.42,16.1,Donor 969,Cafeteria,Delhi NCR
DNR509993,4,87.75,21.94,Donor 9994,Event,Ahmedabad
DNR509527,4,76.26,19.07,Donor 9528,Event,Delhi NCR
DNR503798,4,119.35,29.84,Donor 3799,Restaurant,Mumbai
DNR503799,4,115.02,28.76,Donor 3800,Restaurant,Chennai
DNR500210,4,87.67,21.92,Donor 211,Cafeteria,Hyderabad
DNR507113,4,82.32,20.58,Donor 7114,Restaurant,Bengaluru
DNR503782,4,132.86,33.22,Donor 3783,Cafeteria,Kolkata
DNR503117,4,106.73,26.68,Donor 3118,Event,Delhi NCR
DNR506110,4,120.43,30.11,Donor 6111,Hotel,Hyderabad
DNR506114,4,64.31,16.08,Donor 6115,Restaurant,Delhi NCR
DNR508084,4,154.31,38.58,Donor 8085,Cafeteria,Jaipur
DNR505226,4,67.02,16.76,Donor 5227,Household,Remote
DNR505207,4,128.64,32.16,Donor 5208,Cafeteria,Chennai
DNR505209,4,143.01,35.75,Donor 5210,Hotel,Mumbai
DNR505193,4,118.88,29.72,Donor 5194,Restaurant,Ahmedabad
DNR505174,4,73.12,18.28,Donor 5175,Hotel,Remote
DNR505182,4,115.63,28.91,Donor 5183,Grocery Store,Jaipur
DNR501825,4,110.76,27.69,Donor 1826,Cafeteria,Delhi NCR
DNR508072,4,125.07,31.27,Donor 8073,Hotel,Mumbai
DNR511330,4,160.45,40.11,Donor 11331,Restaurant,Mumbai
DNR501845,4,98.89,24.72,Donor 1846,Hotel,Remote
