NGO_ID,User_ID,Organization_Name,Phone,Address,Capacity,Food_Types,Latitude,Longitude
NGO701290,USER_NGO701290,Community NGO 1291,Not Provided,Pune - North,14785,Mixed,18.5204,73.8567
NGO701291,USER_NGO701291,Community NGO 1292,Not Provided,Ahmedabad - North,6450,Mixed,23.0225,72.5714
NGO701293,USER_NGO701293,Community NGO 1294,Not Provided,Hyderabad - West,5465,Mixed,17.385,78.4867
NGO701294,USER_NGO701294,Community NGO 1295,Not Provided,Delhi NCR - South,7170,Mixed,28.6139,77.209
NGO701295,USER_NGO701295,Community NGO 1296,Not Provided,Chennai - North,14635,Mixed,13.0827,80.2707
NGO701297,USER_NGO701297,Community NGO 1298,Not Provided,Hyderabad - West,10285,Mixed,17.385,78.4867
NGO700012,USER_NGO700012,Community NGO 13,Not Provided,Hyderabad - East,13735,Mixed,17.385,78.4867
NGO700129,USER_NGO700129,Community NGO 130,Not Provided,Bengaluru - Citywide,900,Mixed,12.9716,77.5946
NGO701300,USER_NGO701300,Community NGO 1301,Not Provided,Pune - West,1555,Mixed,18.5204,73.8567
NGO701301,USER_NGO701301,Community NGO 1302,Not Provided,Ahmedabad - East,3945,Mixed,23.0225,72.5714
NGO701302,USER_NGO701302,Community NGO 1303,Not Provided,Delhi NCR - East,5820,Mixed,28.6139,77.209
NGO701303,USER_NGO701303,Community NGO 1304,Not Provided,Bengaluru - East,4920,Mixed,12.9716,77.5946
NGO701304,USER_NGO701304,Community NGO 1305,Not Provided,Bengaluru - East,14210,Mixed,12.9716,77.5946
NGO701305,USER_NGO701305,Community NGO 1306,Not Provided,Chennai - South,160,Mixed,13.0827,80.2707
NGO701306,USER_NGO701306,Community NGO 1307,Not Provided,Remote - Central,4515,Mixed,20.5937,78.9629
NGO701308,USER_NGO701308,Community NGO 1309,Not Provided,Hyderabad - Central,4095,Mixed,17.385,78.4867
NGO700130,USER_NGO700130,Community NGO 131,Not Provided,Hyderabad - Citywide,11895,Mixed,17.385,78.4867
NGO701309,USER_NGO701309,Community NGO 1310,Not Provided,Bengaluru - West,5680,Mixed,12.9716,77.5946
NGO701311,USER_NGO701311,Community NGO 1312,Not Provided,Mumbai - South,14930,Mixed,19.076,72.8777
NGO701313,USER_NGO701313,Community NGO 1314,Not Provided,Chennai - West,2040,Mixed,13.0827,80.2707
NGO701315,USER_NGO701315,Community NGO 1316,Not Provided,Kolkata - North,13470,Mixed,22.5726,88.3639
NGO701316,USER_NGO701316,Community NGO 1317,Not Provided,Mumbai - North,1350,Mixed,19.076,72.8777
NGO701317,USER_NGO701317,Community NGO 1318,Not Provided,Jaipur - South,7605,Mixed,26.9124,75.7873
NGO700131,USER_NGO700131,Community NGO 132,Not Provided,Bengaluru - East,9080,Mixed,12.9716,77.5946
NGO701320,USER_NGO701320,Community NGO 1321,Not Provided,Pune - East,3115,Mixed,18.5204,73.8567
NGO701321,USER_NGO701321,Community NGO 1322,Not Provided,Remote - West,11980,Mixed,20.5937,78.9629
NGO701322,USER_NGO701322,Community NGO 1323,Not Provided,Mumbai - East,3645,Mixed,19.076,72.8777
NGO701324,USER_NGO701324,Community NGO 1325,Not Provided,Chennai - Citywide,705,Mixed,13.0827,80.2707
NGO701325,USER_NGO701325,Community NGO 1326,Not Provided,Hyderabad - West,5365,Mixed,17.385,78.4867
NGO701326,USER_NGO701326,Community NGO 1327,Not Provided,Bengaluru - East,14645,Mixed,12.9716,77.5946
NGO701327,USER_NGO701327,Community NGO 1328,Not Provided,Mumbai - West,13115,Mixed,19.076,72.8777
NGO701329,USER_NGO701329,Community NGO 1330,Not Provided,Mumbai - East,14765,Mixed,19.076,72.8777
NGO701330,USER_NGO701330,Community NGO 1331,Not Provided,Bengaluru - South,5765,Mixed,12.9716,77.5946
NGO701331,USER_NGO701331,Community NGO 1332,Not Provided,Pune - North,2000,Mixed,18.5204,73.8567
NGO701332,USER_NGO701332,Community NGO 1333,Not Provided,Hyderabad - South,10820,Mixed,17.385,78.4867
NGO701333,USER_NGO701333,Community NGO 1334,Not Provided,Chennai - East,7535,Mixed,13.0827,80.2707
NGO701334,USER_NGO701334,Community NGO 1335,Not Provided,Remote - North,11155,Mixed,20.5937,78.9629
NGO701335,USER_NGO701335,Community NGO 1336,Not Provided,Mumbai - Central,1185,Mixed,19.076,72.8777
NGO701337,USER_NGO701337,Community NGO 1338,Not Provided,Hyderabad - Citywide,9735,Mixed,17.385,78.4867
NGO701338,USER_NGO701338,Community NGO 1339,Not Provided,Kolkata - East,7755,Mixed,22.5726,88.3639
NGO700133,USER_NGO700133,Community NGO 134,Not Provided,Jaipur - South,1995,Mixed,26.9124,75.7873
NGO701339,USER_NGO701339,Community NGO 1340,Not Provided,Bengaluru - Central,9160,Mixed,12.9716,77.5946
NGO701340,USER_NGO701340,Community NGO 1341,Not Provided,Chennai - West,7450,Mixed,13.0827,80.2707
NGO701341,USER_NGO701341,Community NGO 1342,Not Provided,Delhi NCR - Central,6055,Mixed,28.6139,77.209
NGO701342,USER_NGO701342,Community NGO 1343,Not Provided,Kolkata - West,8310,Mixed,22.5726,88.3639
NGO701343,USER_NGO701343,Community NGO 1344,Not Provided,Remote - East,6445,Mixed,20.5937,78.9629
NGO701344,USER_NGO701344,Community NGO 1345,Not Provided,Jaipur - East,4950,Mixed,26.9124,75.7873
NGO701345,USER_NGO701345,Community NGO 1346,Not Provided,Bengaluru - Citywide,3450,Mixed,12.9716,77.5946
NGO701346,USER_NGO701346,Community NGO 1347,Not Provided,Mumbai - North,1820,Mixed,19.076,72.8777
NGO701347,USER_NGO701347,Community NGO 1348,Not Provided,Kolkata - Citywide,11740,Mixed,22.5726,88.3639
NGO701348,USER_NGO701348,Community NGO 1349,Not Provided,Jaipur - Central,1200,Mixed,26.9124,75.7873
NGO700134,USER_NGO700134,Community NGO 135,Not Provided,Mumbai - South,13160,Mixed,19.076,72.8777
NGO701350,USER_NGO701350,Community NGO 1351,Not Provided,Pune - West,12620,Mixed,18.5204,73.8567
NGO701351,USER_NGO701351,Community NGO 1352,Not Provided,Remote - Citywide,8435,Mixed,20.5937,78.9629
NGO701352,USER_NGO701352,Community NGO 1353,Not Provided,Pune - West,2040,Mixed,18.5204,73.8567
NGO701353,USER_NGO701353,Community NGO 1354,Not Provided,Pune - East,13895,Mixed,18.5204,73.8567
NGO701354,USER_NGO701354,Community NGO 1355,Not Provided,Mumbai - East,5565,Mixed,19.076,72.8777
NGO701355,USER_NGO701355,Community NGO 1356,Not Provided,Chennai - North,13335,Mixed,13.0827,80.2707
NGO701356,USER_NGO701356,Community NGO 1357,Not Provided,Kolkata - East,10910,Mixed,22.5726,88.3639
NGO701357,USER_NGO701357,Community NGO 1358,Not Provided,Jaipur - South,3915,Mixed,26.9124,75.7873
NGO701358,USER_NGO701358,Community NGO 1359,Not Provided,Kolkata - South,6725,Mixed,22.5726,88.3639
NGO700135,USER_NGO700135,Community NGO 136,Not Provided,Remote - North,14470,Mixed,20.5937,78.9629
NGO701359,USER_NGO701359,Community NGO 1360,Not Provided,Remote - Citywide,8060,Mixed,20.5937,78.9629
NGO701361,USER_NGO701361,Community NGO 1362,Not Provided,Delhi NCR - South,13405,Mixed,28.6139,77.209
NGO701362,USER_NGO701362,Community NGO 1363,Not Provided,Hyderabad - Citywide,3515,Mixed,17.385,78.4867
NGO701366,USER_NGO701366,Community NGO 1367,Not Provided,Mumbai - Central,8430,Mixed,19.076,72.8777
NGO701367,USER_NGO701367,Community NGO 1368,Not Provided,Remote - North,14270,Mixed,20.5937,78.9629
NGO701368,USER_NGO701368,Community NGO 1369,Not Provided,Pune - East,9915,Mixed,18.5204,73.8567
NGO700136,USER_NGO700136,Community NGO 137,Not Provided,Mumbai - South,13345,Mixed,19.076,72.8777
NGO701371,USER_NGO701371,Community NGO 1372,Not Provided,Chennai - Central,2685,Mixed,13.0827,80.2707
NGO701374,USER_NGO701374,Community NGO 1375,Not Provided,Kolkata - North,13020,Mixed,22.5726,88.3639
NGO701375,USER_NGO701375,Community NGO 1376,Not Provided,Ahmedabad - Central,7325,Mixed,23.0225,72.5714
NGO701378,USER_NGO701378,Community NGO 1379,Not Provided,Hyderabad - North,2530,Mixed,17.385,78.4867
NGO700137,USER_NGO700137,Community NGO 138,Not Provided,Remote - Central,2565,Mixed,20.5937,78.9629
NGO701379,USER_NGO701379,Community NGO 1380,Not Provided,Hyderabad - West,13350,Mixed,17.385,78.4867
NGO701380,USER_NGO701380,Community NGO 1381,Not Provided,Remote - South,4270,Mixed,20.5937,78.9629
NGO701381,USER_NGO701381,Community NGO 1382,Not Provided,Jaipur - North,2955,Mixed,26.9124,75.7873
NGO701382,USER_NGO701382,Community NGO 1383,Not Provided,Mumbai - South,14330,Mixed,19.076,72.8777
NGO701383,USER_NGO701383,Community NGO 1384,Not Provided,Kolkata - North,14845,Mixed,22.5726,88.3639
NGO701384,USER_NGO701384,Community NGO 1385,Not Provided,Delhi NCR - East,5275,Mixed,28.6139,77.209
NGO701385,USER_NGO701385,Community NGO 1386,Not Provided,Pune - Citywide,1970,Mixed,18.5204,73.8567
NGO701386,USER_NGO701386,Community NGO 1387,Not Provided,Remote - West,2395,Mixed,20.5937,78.9629
NGO701387,USER_NGO701387,Community NGO 1388,Not Provided,Jaipur - Citywide,12755,Mixed,26.9124,75.7873
NGO701388,USER_NGO701388,Community NGO 1389,Not Provided,Bengaluru - Citywide,13160,Mixed,12.9716,77.5946
NGO700138,USER_NGO700138,Community NGO 139,Not Provided,Mumbai - East,11795,Mixed,19.076,72.8777
NGO701389,USER_NGO701389,Community NGO 1390,Not Provided,Bengaluru - West,4030,Mixed,12.9716,77.5946
NGO701390,USER_NGO701390,Community NGO 1391,Not Provided,Bengaluru - West,1380,Mixed,12.9716,77.5946
NGO701393,USER_NGO701393,Community NGO 1394,Not Provided,Bengaluru - East,12420,Mixed,12.9716,77.5946
NGO701394,USER_NGO701394,Community NGO 1395,Not Provided,Mumbai - West,375,Mixed,19.076,72.8777
NGO701395,USER_NGO701395,Community NGO 1396,Not Provided,Mumbai - Central,6400,Mixed,19.076,72.8777
NGO701397,USER_NGO701397,Community NGO 1398,Not Provided,Kolkata - South,4590,Mixed,22.5726,88.3639
NGO700139,USER_NGO700139,Community NGO 140,Not Provided,Ahmedabad - East,8115,Mixed,23.0225,72.5714
NGO701399,USER_NGO701399,Community NGO 1400,Not Provided,Pune - East,450,Mixed,18.5204,73.8567
NGO701400,USER_NGO701400,Community NGO 1401,Not Provided,Pune - East,8595,Mixed,18.5204,73.8567
NGO701402,USER_NGO701402,Community NGO 1403,Not Provided,Jaipur - Central,11720,Mixed,26.9124,75.7873
NGO701403,USER_NGO701403,Community NGO 1404,Not Provided,Mumbai - West,12700,Mixed,19.076,72.8777
NGO701404,USER_NGO701404,Community NGO 1405,Not Provided,Remote - East,6095,Mixed,20.5937,78.9629
NGO701405,USER_NGO701405,Community NGO 1406,Not Provided,Kolkata - Central,13380,Mixed,22.5726,88.3639
NGO701406,USER_NGO701406,Community NGO 1407,Not Provided,Jaipur - West,8235,Mixed,26.9124,75.7873
NGO701407,USER_NGO701407,Community NGO 1408,Not Provided,Bengaluru - Citywide,14245,Mixed,12.9716,77.5946
NGO701408,USER_NGO701408,Community NGO 1409,Not Provided,Bengaluru - East,365,Mixed,12.9716,77.5946
NGO700140,USER_NGO700140,Community NGO 141,Not Provided,Mumbai - Central,4970,Mixed,19.076,72.8777
NGO701409,USER_NGO701409,Community NGO 1410,Not Provided,Delhi NCR - South,9795,Mixed,28.6139,77.209
NGO701411,USER_NGO701411,Community NGO 1412,Not Provided,Chennai - North,6605,Mixed,13.0827,80.2707
NGO701413,USER_NGO701413,Community NGO 1414,Not Provided,Pune - Citywide,6705,Mixed,18.5204,73.8567
NGO701414,USER_NGO701414,Community NGO 1415,Not Provided,Bengaluru - East,11990,Mixed,12.9716,77.5946
NGO701415,USER_NGO701415,Community NGO 1416,Not Provided,Delhi NCR - Central,9020,Mixed,28.6139,77.209
NGO701416,USER_NGO701416,Community NGO 1417,Not Provided,Jaipur - East,3310,Mixed,26.9124,75.7873
NGO700141,USER_NGO700141,Community NGO 142,Not Provided,Hyderabad - Citywide,14695,Mixed,17.385,78.4867
NGO701419,USER_NGO701419,Community NGO 1420,Not Provided,Chennai - South,10730,Mixed,13.0827,80.2707
NGO701420,USER_NGO701420,Community NGO 1421,Not Provided,Pune - West,5285,Mixed,18.5204,73.8567
NGO701422,USER_NGO701422,Community NGO 1423,Not Provided,Ahmedabad - West,12310,Mixed,23.0225,72.5714
NGO701424,USER_NGO701424,Community NGO 1425,Not Provided,Remote - North,3825,Mixed,20.5937,78.9629
NGO701427,USER_NGO701427,Community NGO 1428,Not Provided,Bengaluru - North,3590,Mixed,12.9716,77.5946
NGO701428,USER_NGO701428,Community NGO 1429,Not Provided,Ahmedabad - South,9160,Mixed,23.0225,72.5714
NGO700142,USER_NGO700142,Community NGO 143,Not Provided,Remote - Citywide,6855,Mixed,20.5937,78.9629
NGO701432,USER_NGO701432,Community NGO 1433,Not Provided,Delhi NCR - North,940,Mixed,28.6139,77.209
NGO701433,USER_NGO701433,Community NGO 1434,Not Provided,Hyderabad - East,11890,Mixed,17.385,78.4867
NGO701434,USER_NGO701434,Community NGO 1435,Not Provided,Mumbai - East,3745,Mixed,19.076,72.8777
NGO701435,USER_NGO701435,Community NGO 1436,Not Provided,Chennai - East,13100,Mixed,13.0827,80.2707
NGO701436,USER_NGO701436,Community NGO 1437,Not Provided,Pune - North,10185,Mixed,18.5204,73.8567
NGO701437,USER_NGO701437,Community NGO 1438,Not Provided,Remote - West,10580,Mixed,20.5937,78.9629
NGO701438,USER_NGO701438,Community NGO 1439,Not Provided,Chennai - Citywide,515,Mixed,13.0827,80.2707
NGO700143,USER_NGO700143,Community NGO 144,Not Provided,Chennai - East,4480,Mixed,13.0827,80.2707
NGO701440,USER_NGO701440,Community NGO 1441,Not Provided,Remote - Central,14565,Mixed,20.5937,78.9629
NGO701441,USER_NGO701441,Community NGO 1442,Not Provided,Kolkata - North,14655,Mixed,22.5726,88.3639
NGO701442,USER_NGO701442,Community NGO 1443,Not Provided,Jaipur - West,7095,Mixed,26.9124,75.7873
NGO701443,USER_NGO701443,Community NGO 1444,Not Provided,Mumbai - Central,14195,Mixed,19.076,72.8777
NGO701444,USER_NGO701444,Community NGO 1445,Not Provided,Kolkata - South,13790,Mixed,22.5726,88.3639
NGO701445,USER_NGO701445,Community NGO 1446,Not Provided,Delhi NCR - North,3325,Mixed,28.6139,77.209
NGO701446,USER_NGO701446,Community NGO 1447,Not Provided,Pune - North,590,Mixed,18.5204,73.8567
NGO701447,USER_NGO701447,Community NGO 1448,Not Provided,Jaipur - Citywide,600,Mixed,26.9124,75.7873
NGO700144,USER_NGO700144,Community NGO 145,Not Provided,Ahmedabad - West,4795,Mixed,23.0225,72.5714
NGO701449,USER_NGO701449,Community NGO 1450,Not Provided,Mumbai - North,11365,Mixed,19.076,72.8777
NGO701450,USER_NGO701450,Community NGO 1451,Not Provided,Kolkata - East,1735,Mixed,22.5726,88.3639
NGO701451,USER_NGO701451,Community NGO 1452,Not Provided,Pune - Citywide,4795,Mixed,18.5204,73.8567
NGO701452,USER_NGO701452,Community NGO 1453,Not Provided,Pune - Citywide,3225,Mixed,18.5204,73.8567
NGO701453,USER_NGO701453,Community NGO 1454,Not Provided,Remote - East,7640,Mixed,20.5937,78.9629
NGO701454,USER_NGO701454,Community NGO 1455,Not Provided,Chennai - Central,1385,Mixed,13.0827,80.2707
NGO701456,USER_NGO701456,Community NGO 1457,Not Provided,Bengaluru - West,14720,Mixed,12.9716,77.5946
NGO701457,USER_NGO701457,Community NGO 1458,Not Provided,Delhi NCR - East,4605,Mixed,28.6139,77.209
NGO701458,USER_NGO701458,Community NGO 1459,Not Provided,Jaipur - West,5205,Mixed,26.9124,75.7873
NGO700145,USER_NGO700145,Community NGO 146,Not Provided,Ahmedabad - Central,5145,Mixed,23.0225,72.5714
NGO701459,USER_NGO701459,Community NGO 1460,Not Provided,Kolkata - Central,5780,Mixed,22.5726,88.3639
NGO701460,USER_NGO701460,Community NGO 1461,Not Provided,Jaipur - West,915,Mixed,26.9124,75.7873
NGO701461,USER_NGO701461,Community NGO 1462,Not Provided,Hyderabad - West,3730,Mixed,17.385,78.4867
NGO701462,USER_NGO701462,Community NGO 1463,Not Provided,Jaipur - Citywide,400,Mixed,26.9124,75.7873
NGO701463,USER_NGO701463,Community NGO 1464,Not Provided,Jaipur - North,8955,Mixed,26.9124,75.7873
NGO701464,USER_NGO701464,Community NGO 1465,Not Provided,Kolkata - Citywide,12305,Mixed,22.5726,88.3639
NGO701465,USER_NGO701465,Community NGO 1466,Not Provided,Mumbai - West,6860,Mixed,19.076,72.8777
NGO701466,USER_NGO701466,Community NGO 1467,Not Provided,Bengaluru - East,8970,Mixed,12.9716,77.5946
NGO701467,USER_NGO701467,Community NGO 1468,Not Provided,Hyderabad - West,8010,Mixed,17.385,78.4867
NGO701468,USER_NGO701468,Community NGO 1469,Not Provided,Hyderabad - South,14160,Mixed,17.385,78.4867
NGO701469,USER_NGO701469,Community NGO 1470,Not Provided,Delhi NCR - East,10805,Mixed,28.6139,77.209
NGO701470,USER_NGO701470,Community NGO 1471,Not Provided,Bengaluru - South,10140,Mixed,12.9716,77.5946
NGO701471,USER_NGO701471,Community NGO 1472,Not Provided,Delhi NCR - South,5175,Mixed,28.6139,77.209
NGO701472,USER_NGO701472,Community NGO 1473,Not Provided,Kolkata - Central,1515,Mixed,22.5726,88.3639
NGO701475,USER_NGO701475,Community NGO 1476,Not Provided,Ahmedabad - East,2310,Mixed,23.0225,72.5714
NGO701476,USER_NGO701476,Community NGO 1477,Not Provided,Hyderabad - North,14115,Mixed,17.385,78.4867
NGO701477,USER_NGO701477,Community NGO 1478,Not Provided,Delhi NCR - North,3860,Mixed,28.6139,77.209
NGO701478,USER_NGO701478,Community NGO 1479,Not Provided,Remote - North,12050,Mixed,20.5937,78.9629
NGO700147,USER_NGO700147,Community NGO 148,Not Provided,Jaipur - East,9780,Mixed,26.9124,75.7873
NGO701479,USER_NGO701479,Community NGO 1480,Not Provided,Pune - South,9525,Mixed,18.5204,73.8567
NGO701482,USER_NGO701482,Community NGO 1483,Not Provided,Mumbai - North,1055,Mixed,19.076,72.8777
NGO701483,USER_NGO701483,Community NGO 1484,Not Provided,Pune - Citywide,8705,Mixed,18.5204,73.8567
NGO701484,USER_NGO701484,Community NGO 1485,Not Provided,Bengaluru - East,7195,Mixed,12.9716,77.5946
NGO701488,USER_NGO701488,Community NGO 1489,Not Provided,Delhi NCR - Central,12550,Mixed,28.6139,77.209
NGO700148,USER_NGO700148,Community NGO 149,Not Provided,Mumbai - East,320,Mixed,19.076,72.8777
NGO701489,USER_NGO701489,Community NGO 1490,Not Provided,Ahmedabad - Citywide,8435,Mixed,23.0225,72.5714
NGO701490,USER_NGO701490,Community NGO 1491,Not Provided,Kolkata - East,9005,Mixed,22.5726,88.3639
NGO701491,USER_NGO701491,Community NGO 1492,Not Provided,Remote - West,13055,Mixed,20.5937,78.9629
NGO701492,USER_NGO701492,Community NGO 1493,Not Provided,Jaipur - West,1545,Mixed,26.9124,75.7873
NGO701494,USER_NGO701494,Community NGO 1495,Not Provided,Remote - South,9435,Mixed,20.5937,78.9629
NGO701495,USER_NGO701495,Community NGO 1496,Not Provided,Delhi NCR - East,10115,Mixed,28.6139,77.209
NGO701497,USER_NGO701497,Community NGO 1498,Not Provided,Hyderabad - Central,12115,Mixed,17.385,78.4867
NGO701498,USER_NGO701498,Community NGO 1499,Not Provided,Bengaluru - West,10910,Mixed,12.9716,77.5946
NGO700014,USER_NGO700014,Community NGO 15,Not Provided,Bengaluru - Citywide,8980,Mixed,12.9716,77.5946
NGO700149,USER_NGO700149,Community NGO 150,Not Provided,Delhi NCR - Central,6300,Mixed,28.6139,77.209
NGO701499,USER_NGO701499,Community NGO 1500,Not Provided,Hyderabad - Citywide,14665,Mixed,17.385,78.4867
NGO701500,USER_NGO701500,Community NGO 1501,Not Provided,Delhi NCR - Central,960,Mixed,28.6139,77.209
NGO701501,USER_NGO701501,Community NGO 1502,Not Provided,Ahmedabad - North,2115,Mixed,23.0225,72.5714
NGO701502,USER_NGO701502,Community NGO 1503,Not Provided,Mumbai - East,3180,Mixed,19.076,72.8777
NGO701503,USER_NGO701503,Community NGO 1504,Not Provided,Kolkata - West,5045,Mixed,22.5726,88.3639
NGO701506,USER_NGO701506,Community NGO 1507,Not Provided,Ahmedabad - West,6040,Mixed,23.0225,72.5714
NGO701507,USER_NGO701507,Community NGO 1508,Not Provided,Jaipur - North,12120,Mixed,26.9124,75.7873
NGO701508,USER_NGO701508,Community NGO 1509,Not Provided,Mumbai - West,11515,Mixed,19.076,72.8777
NGO700150,USER_NGO700150,Community NGO 151,Not Provided,Delhi NCR - North,7485,Mixed,28.6139,77.209
NGO701509,USER_NGO701509,Community NGO 1510,Not Provided,Delhi NCR - West,5660,Mixed,28.6139,77.209
NGO701510,USER_NGO701510,Community NGO 1511,Not Provided,Hyderabad - Citywide,13215,Mixed,17.385,78.4867
NGO701511,USER_NGO701511,Community NGO 1512,Not Provided,Bengaluru - Central,8435,Mixed,12.9716,77.5946
NGO701514,USER_NGO701514,Community NGO 1515,Not Provided,Remote - North,3085,Mixed,20.5937,78.9629
NGO701515,USER_NGO701515,Community NGO 1516,Not Provided,Chennai - Central,12435,Mixed,13.0827,80.2707
NGO701516,USER_NGO701516,Community NGO 1517,Not Provided,Jaipur - Citywide,9145,Mixed,26.9124,75.7873
NGO701517,USER_NGO701517,Community NGO 1518,Not Provided,Ahmedabad - North,12185,Mixed,23.0225,72.5714
NGO701518,USER_NGO701518,Community NGO 1519,Not Provided,Bengaluru - South,7040,Mixed,12.9716,77.5946
NGO700151,USER_NGO700151,Community NGO 152,Not Provided,Chennai - Citywide,10905,Mixed,13.0827,80.2707
NGO701519,USER_NGO701519,Community NGO 1520,Not Provided,Jaipur - South,3370,Mixed,26.9124,75.7873
NGO701520,USER_NGO701520,Community NGO 1521,Not Provided,Bengaluru - South,8835,Mixed,12.9716,77.5946
NGO701521,USER_NGO701521,Community NGO 1522,Not Provided,Kolkata - West,6880,Mixed,22.5726,88.3639
NGO701522,USER_NGO701522,Community NGO 1523,Not Provided,Pune - East,11880,Mixed,18.5204,73.8567
NGO701523,USER_NGO701523,Community NGO 1524,Not Provided,Delhi NCR - Citywide,9255,Mixed,28.6139,77.209
